,Transport reactions,Eicosanoid metabolism,"Valine, leucine, and isoleucine metabolism",Propanoate metabolism,Fatty acid oxidation,Tyrosine metabolism,Ubiquinone synthesis,Bile acid biosynthesis,Drug metabolism,Starch and sucrose metabolism,Biotin metabolism,Blood group biosynthesis,Sphingolipid metabolism,Cholesterol metabolism,Glycerophospholipid metabolism,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,Oxidative phosphorylation,Fatty acid biosynthesis,N-glycan metabolism,Pyrimidine metabolism,Exchange/demand reactions,Miscellaneous,Heme synthesis,Glycolysis / Gluconeogenesis,Pentose phosphate pathway,O-glycan metabolism,Acylglycerides metabolism,Pool reactions,Acyl-CoA hydrolysis,Carnitine shuttle (cytosolic),Carnitine shuttle (mitochondrial),Fatty acid activation (cytosolic),Glycerolipid metabolism,"Glycine, serine and threonine metabolism",Inositol phosphate metabolism,Nicotinate and nicotinamide metabolism,Glycosphingolipid metabolism,Glycosphingolipid biosynthesis-globo series,Glycosphingolipid biosynthesis-ganglio series,Glycosphingolipid biosynthesis-lacto and neolacto series,Arachidonic acid metabolism,Ether lipid metabolism,Artificial reactions,Steroid metabolism,Leukotriene metabolism,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),Prostaglandin biosynthesis,Butanoate metabolism,Cholesterol biosynthesis 1 (Bloch pathway) ,Cholesterol biosynthesis 2,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),Pyruvate metabolism,Bile acid recycling,Androgen metabolism,Glucocorticoid biosynthesis,Estrogen metabolism,Vitamin D metabolism,Fatty acid biosynthesis (even-chain),Fatty acid elongation (even-chain),Fatty acid biosynthesis (odd-chain),Fatty acid elongation (odd-chain),Fatty acid desaturation (even-chain),Fatty acid desaturation (odd-chain),Fatty acid biosynthesis (unsaturated),Omega-6 fatty acid metabolism,Linoleate metabolism,Omega-3 fatty acid metabolism,Carnitine shuttle (endoplasmic reticular),Fatty acid activation (endoplasmic reticular),Carnitine shuttle (peroxisomal),Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of odd-chain fatty acids (peroxisomal),Beta oxidation of even-chain fatty acids (mitochondrial),Tryptophan metabolism,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),Beta oxidation of phytanic acid (peroxisomal),Beta oxidation of branched-chain fatty acids (mitochondrial),Formation and hydrolysis of cholesterol esters,"Alanine, aspartate and glutamate metabolism",Arginine and proline metabolism,Sulfur metabolism,Glutathione metabolism,Pantothenate and CoA biosynthesis,Cysteine and methionine metabolism,Folate metabolism,Galactose metabolism,ROS detoxification,Nucleotide metabolism,Amino sugar and nucleotide sugar metabolism,Porphyrin metabolism,Purine metabolism,Vitamin B6 metabolism,Beta-alanine metabolism,Biopterin metabolism,Thiamine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",Lysine metabolism,Fructose and mannose metabolism,Histidine metabolism,Serotonin and melatonin biosynthesis,Pentose and glucuronate interconversions,Aminoacyl-tRNA biosynthesis,Protein assembly,Protein degradation,Nitrogen metabolism,Ascorbate and aldarate metabolism,Lipoic acid metabolism,Vitamin E metabolism,Riboflavin metabolism,Retinol metabolism,Terpenoid backbone biosynthesis,Metabolism of xenobiotics by cytochrome P450,Metabolism of other amino acids,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,Chondroitin / heparan sulfate biosynthesis,Heparan sulfate degradation,Keratan sulfate biosynthesis,Keratan sulfate degradation,Chondroitin sulfate degradation,Protein modification,Vitamin B12 metabolism,Isolated,C5-branched dibasic acid metabolism,Heme degradation,Vitamin A metabolism,Phenylalanine metabolism,CoA synthesis,Phosphatidylinositol phosphate metabolism,Urea cycle
10,3DHLCAabc,RE3434R,HMR_3751,HMR_4497,ARACHCRNt,HMR_4703,,HCA24GSc,ACMPGLUChr,HMR_5401,HMR_7673,HMR_8275,HMR_0735,DMATTx,HMR_0482,HMR_4145,,DESAT20_1,HMR_7269,HMR_4036,EX_3ump[e],HMR_4202,,HMR_4355,HMR_4473,,HMR_0670,,HMR_0234,HMR_2623,HMR_2603,HMR_0237,HMR_0492,HMR_3856,HMR_6548,HMR_4264,HMR_0920,,HMR_0838,HMR_0884,HMR_0942,,,HMR_7648,HMR_1100,HMR_1184,HMR_1344,,HMR_1479,,HMR_1548,HMR_4143,,HMR_1976,,HMR_2043,HMR_2135,HMR_2162,HMR_2209,HMR_2237,HMR_2269,HMR_2359,,HMR_2328,HMR_2397,HMR_2465,HMR_2497,HMR_2793,HMR_2954,,HMR_3067,,HMR_3117,,HMR_3180,HMR_3228,HMR_3254,HMR_3286,HMR_3314,HMR_3336,,HMR_3505,HMR_3532,HMR_3578,HMR_3873,HMR_3897,,HMR_4324,HMR_4727,HMR_4302,HMR_4446,HMR_4775,,HMR_4180,HMR_4528,HMR_4764,HMR_4022,HMR_8725,,HMR_4540,,HMR_4244,HMR_6974,HMR_4401,,,HMR_8729,HMR_5140,,,,,,HMR_6442,,HMR_6644,,HMR_7002,,HMR_8388,HMR_7212,HMR_7235,HMR_7345,HMR_7384,HMR_7516,,,HMR_9571,,,,,,,
11,4HPROLTASCT1,RE3446M,HMR_3753,HMR_4741,C100CPT1,HMR_4704,,HCA6GSc,ACMPGLUTtep,HMR_8568,,HMR_8276,HMR_0736,DPMVDx,HMR_0483,HMR_4147,,DESAT20_2,HMR_7270,HMR_4050,EX_4hpro[e],HMR_5363,,HMR_4358,HMR_4474,,HMR_0671,,HMR_0238,HMR_2626,HMR_2604,HMR_0241,HMR_0493,HMR_3939,HMR_6549,HMR_4265,HMR_0924,,HMR_0844,HMR_0885,HMR_0943,,,HMR_7935,HMR_1101,HMR_1216,HMR_1346,,HMR_1484,,HMR_1549,HMR_4193,,HMR_1977,,HMR_2044,HMR_2136,HMR_2163,HMR_2210,HMR_2238,HMR_2270,HMR_2365,,HMR_2330,HMR_2399,HMR_2466,HMR_2499,HMR_2794,HMR_2955,,HMR_3068,,HMR_3118,,HMR_3181,HMR_3229,HMR_3256,HMR_3287,HMR_3315,HMR_3337,,HMR_3506,HMR_3533,HMR_3581,HMR_3890,HMR_3956,,HMR_4326,HMR_4730,HMR_5385,HMR_4448,HMR_4832,,HMR_4185,HMR_4529,HMR_4771,HMR_4038,,,HMR_4541,,HMR_4246,HMR_6975,HMR_4402,,,,HMR_5141,,,,,,HMR_6443,,HMR_6645,,HMR_7003,,HMR_8389,HMR_7213,HMR_7236,HMR_7346,HMR_7385,HMR_7517,,,HMR_9572,,,,,,,
12,5FTHFt2,RE3446R,HMR_3755,HMR_9804,C10DCCACT,HMR_7689,,HDCA24GSc,ACMPGLUTthc,HMR_8570,,HMR_8277,HMR_0738,DSREDUCr,HMR_0579,HMR_4149,,FAEL183,HMR_7271,HMR_4056,EX_7dhcdchol[e],HMR_5406,,HMR_4360,HMR_4476,,HMR_0672,,HMR_0242,HMR_2633,HMR_2606,HMR_0245,HMR_0494,HMR_4198,HMR_6550,HMR_4267,HMR_0925,,HMR_0845,HMR_0886,HMR_0944,,,HMR_7940,HMR_1102,HMR_1217,HMR_1347,,HMR_1490,,HMR_1550,HMR_4280,,HMR_2014,,HMR_2045,HMR_2137,HMR_2164,HMR_2211,HMR_2239,,,,HMR_2332,HMR_2401,HMR_2467,HMR_2501,HMR_2795,HMR_2956,,HMR_3069,,HMR_3121,,HMR_3182,HMR_3230,HMR_3258,HMR_3288,HMR_3316,HMR_3338,,HMR_3508,HMR_3534,HMR_3586,HMR_3892,HMR_4073,,HMR_4328,HMR_4731,HMR_5386,HMR_4503,HMR_7674,,HMR_4186,HMR_4530,HMR_4772,HMR_4040,,,HMR_4542,,HMR_6707,HMR_6976,HMR_4490,,,,HMR_5142,,,,,,HMR_6444,,HMR_6646,,HMR_7004,,HMR_8391,HMR_7214,HMR_7237,HMR_7347,HMR_7386,HMR_7518,,,HMR_9577,,,,,,,
13,5MTHFt2,RE3446X,HMR_3757,,C10DCc,HMR_7701,,HDCA6GSc,ACMPGLUtep,HMR_8572,,HMR_8278,HMR_0741,EBP1r,HMR_0580,HMR_4152,,FAEL184,HMR_7274,HMR_4059,EX_7dhchol[e],HMR_7794,,HMR_4363,HMR_4477,,HMR_0679,,HMR_0246,HMR_2636,HMR_2607,HMR_0249,HMR_0495,HMR_4584,HMR_6551,HMR_4269,HMR_0926,,HMR_0847,HMR_0889,HMR_0945,,,HMR_7941,HMR_1103,HMR_1218,HMR_1350,,HMR_1493,,HMR_1551,HMR_8497,,HMR_2015,,HMR_2048,HMR_2139,HMR_2165,HMR_2212,HMR_2240,,,,HMR_2334,HMR_2403,HMR_2468,HMR_2503,HMR_2796,HMR_2957,,HMR_3070,,HMR_3122,,HMR_3183,HMR_3231,HMR_3260,HMR_3290,HMR_3317,HMR_3339,,HMR_3509,,HMR_3587,HMR_3903,HMR_4075,,HMR_4329,HMR_4733,HMR_5387,HMR_4505,HMR_8762,,HMR_4342,HMR_4532,HMR_6395,HMR_4042,,,HMR_4543,,HMR_6713,HMR_6977,HMR_4706,,,,HMR_5143,,,,,,HMR_6447,,HMR_6647,,HMR_7005,,HMR_8392,HMR_7215,HMR_7238,HMR_7348,HMR_7387,HMR_7525,,,HMR_9578,,,,,,,
14,7DHCDCHOLabc,,HMR_3759,,C10OHc,HMR_8530,,HMR_10097,ACMPGLUthc,HMR_8574,,HMR_8279,HMR_0744,EBP2r,HMR_0581,HMR_4209,,FAEL204,HMR_7275,HMR_4060,EX_7klitchol[e],HMR_8617,,HMR_4365,HMR_4501,,HMR_0680,,HMR_0250,HMR_2642,HMR_2609,HMR_0255,HMR_0496,HMR_4696,HMR_6552,HMR_4270,,,HMR_0848,HMR_0890,HMR_0946,,,HMR_7945,HMR_1105,HMR_1219,HMR_1367,,HMR_1494,,HMR_1552,HMR_8500,,HMR_2016,,HMR_2052,HMR_2142,HMR_2166,HMR_2213,HMR_2241,,,,HMR_2336,HMR_2408,HMR_2469,HMR_2505,HMR_2797,HMR_2959,,HMR_3071,,HMR_3123,,HMR_3184,HMR_3232,HMR_3262,HMR_3292,HMR_3319,HMR_3340,,HMR_3510,,HMR_3588,HMR_4109,HMR_4077,,HMR_4708,HMR_4734,HMR_5389,HMR_4654,HMR_8766,,HMR_4483,HMR_4536,HMR_8634,HMR_4044,,,HMR_4544,,HMR_6714,HMR_6978,HMR_8768,,,,HMR_5145,,,,,,HMR_6448,,HMR_6648,,HMR_7013,,HMR_8393,HMR_7216,HMR_7239,HMR_7349,HMR_7388,HMR_7526,,,,,,,,,,
15,7DHCHOLabc,,HMR_3761,,C120CPT1,HMR_8534,,HMR_10099,ACMPShc,HMR_8576,,HMR_8280,HMR_0746,GRTTx,HMR_0582,HMR_4408,,FAEL205,HMR_7276,HMR_4127,EX_C02528[e],HMR_8751,,HMR_4368,HMR_4565,,HMR_0681,,HMR_0256,HMR_2648,HMR_2610,HMR_0259,HMR_0497,HMR_4697,HMR_6554,HMR_4276,,,HMR_0849,HMR_0891,HMR_0947,,,HMR_7948,HMR_1106,HMR_1220,HMR_1370,,HMR_1495,,HMR_1553,HMR_8501,,HMR_2017,,HMR_2053,HMR_2143,HMR_2167,HMR_2214,HMR_2242,,,,HMR_2338,HMR_2409,HMR_2470,HMR_2510,HMR_2798,HMR_2961,,HMR_3072,,HMR_3125,,HMR_3185,HMR_3233,HMR_3264,HMR_3293,HMR_3320,HMR_3341,,HMR_3511,,HMR_3589,HMR_4114,HMR_4212,,HMR_8769,HMR_7731,HMR_6515,HMR_4655,HMR_8767,,HMR_4507,HMR_4628,,HMR_4046,,,HMR_4817,,HMR_6716,HMR_6979,,,,,HMR_5146,,,,,,HMR_6450,,HMR_6649,,HMR_7014,,HMR_8394,HMR_7217,HMR_7240,HMR_7350,HMR_7389,HMR_7527,,,,,,,,,,
16,7DHCHSTEROLtr,,HMR_3763,,C12DCACOT,HMR_8535,,HMR_10105,ACMPitr,HMR_8578,,HMR_8284,HMR_0748,HMGLx,HMR_0584,HMR_4410,,FAS80COA_L,HMR_7277,HMR_4177,EX_C04849[e],HMR_8752,,HMR_4371,HMR_4567,,HMR_0682,,HMR_0260,HMR_2651,HMR_2612,HMR_0263,HMR_0498,HMR_4698,HMR_6555,HMR_4278,,,HMR_0850,HMR_0892,HMR_0948,,,HMR_7950,HMR_1107,HMR_1221,HMR_1375,,HMR_1496,,,HMR_8502,,HMR_2018,,HMR_2054,HMR_2144,HMR_2168,HMR_2215,HMR_2243,,,,HMR_2342,HMR_2410,,HMR_2511,HMR_2799,HMR_2962,,HMR_3073,,HMR_3128,,HMR_3186,HMR_3234,HMR_3272,HMR_3294,HMR_3321,HMR_3342,,HMR_3512,,HMR_3590,HMR_4115,HMR_4422,,HMR_8770,,HMR_6518,HMR_4656,,,HMR_4516,HMR_4629,,HMR_4048,,,HMR_4818,,HMR_6717,HMR_6980,,,,,HMR_5147,,,,,,HMR_6451,,HMR_6650,,HMR_7017,,HMR_8395,HMR_7218,HMR_7241,HMR_7351,HMR_7390,HMR_7528,,,,,,,,,,
17,7KILTCHOLATP,,HMR_3765,,C12OHc,NADPQNOXR,,HMR_10107,ACMPthc,HMR_8585,,HMR_8285,HMR_0750,HMR_1437,HMR_0586,HMR_4454,,HMR_0709,HMR_7278,HMR_4179,EX_CE0074[e],PCSF,,HMR_4372,HMR_4568,,HMR_0683,,HMR_0264,HMR_2654,HMR_2613,HMR_0267,HMR_0499,HMR_4700,HMR_6556,HMR_4662,,,HMR_0855,HMR_0893,HMR_0949,,,HMR_7952,HMR_1108,HMR_1222,HMR_1379,,HMR_1500,,,HMR_8503,,HMR_2019,,HMR_2058,HMR_2145,HMR_2169,HMR_2217,HMR_2244,,,,HMR_2343,HMR_2411,,HMR_2512,HMR_2800,HMR_2963,,HMR_3074,,HMR_3129,,HMR_3187,HMR_3235,,HMR_3296,HMR_3322,HMR_3343,,HMR_3513,,HMR_3593,HMR_4118,HMR_4583,,,,HMR_6519,HMR_7908,,,HMR_4601,HMR_4631,,HMR_4080,,,HMR_4833,,HMR_6718,HMR_6981,,,,,HMR_5148,,,,,,HMR_6453,,HMR_6651,,HMR_7019,,HMR_8396,HMR_7219,HMR_7242,HMR_7352,HMR_7391,HMR_7529,,,,,,,,,,
18,ACCOAtr,,HMR_3767,,C140CPT1,NADQNOXR,,HMR_10108,ALLOPOXDhep,HMR_8587,,HMR_8286,HMR_0753,HMR_1451,HMR_0589,HMR_4456,,HMR_2150,HMR_7279,HMR_4182,EX_CE1273[e],RE0936E,,HMR_4373,HMR_4623,,HMR_0684,,HMR_0268,HMR_2657,HMR_2616,HMR_0271,HMR_0500,HMR_4742,HMR_6557,HMR_7623,,,,HMR_0894,HMR_0950,,,HMR_7957,HMR_1109,HMR_1223,HMR_1382,,HMR_1502,,,HMR_8504,,HMR_2020,,HMR_2059,HMR_8004,HMR_2170,HMR_2218,HMR_2245,,,,HMR_2344,HMR_2415,,HMR_2513,HMR_2801,HMR_2964,,HMR_3075,,HMR_3130,,HMR_3188,HMR_3236,,HMR_3298,HMR_3323,HMR_3344,,HMR_3514,,HMR_3625,HMR_4196,HMR_4606,,,,HMR_6520,HMR_7909,,,HMR_4633,HMR_8371,,HMR_4081,,,HMR_4834,,HMR_6719,HMR_6982,,,,,HMR_5149,,,,,,HMR_6464,,HMR_6652,,HMR_7021,,HMR_8397,HMR_7220,HMR_7243,HMR_7353,HMR_7392,HMR_7530,,,,,,,,,,
19,ACRNte,,HMR_3769,,C141ACBP,UDPG3DOPA,,HMR_10111,ATVACIDMCTtu,HMR_8589,,HMR_8291,HMR_0754,HMR_1457,HMR_0590,HMR_4458,,HMR_2151,HMR_7280,HMR_4183,EX_CE1447[e],RE0937E,,HMR_4375,HMR_4625,,HMR_7588,,HMR_0272,HMR_2660,HMR_2618,HMR_0275,HMR_0501,HMR_4792,HMR_6558,HMR_7676,,,,HMR_0895,HMR_0951,,,HMR_7959,HMR_1110,HMR_1224,HMR_1384,,HMR_1503,,,HMR_8506,,HMR_2025,,HMR_2060,HMR_8008,HMR_2171,HMR_2219,HMR_2246,,,,HMR_2345,HMR_2417,,HMR_2515,HMR_2803,HMR_2965,,HMR_3076,,HMR_3132,,HMR_3189,HMR_3237,,,,HMR_3345,,HMR_3515,,HMR_3626,HMR_4197,HMR_4607,,,,HMR_8066,HMR_7910,,,HMR_4640,HMR_8375,,HMR_4082,,,HMR_4835,,HMR_6725,HMR_8025,,,,,HMR_5150,,,,,,HMR_6465,,HMR_6654,,HMR_7022,,HMR_8398,HMR_7221,HMR_7244,HMR_7354,HMR_7393,HMR_7531,,,,,,,,,,
20,ACRNtm,,HMR_3773,,C141OHc,UDPG4DOPA,,HMR_10113,CRVSM1hr,HMR_8591,,HMR_8292,HMR_0758,HMR_1460,HMR_0591,HMR_4465,,HMR_2172,HMR_7281,HMR_4192,EX_CE2250[e],RE0938E,,HMR_4379,HMR_4710,,,,HMR_0276,HMR_2663,HMR_2621,HMR_0279,HMR_0502,HMR_5392,HMR_6559,HMR_8790,,,,HMR_0898,HMR_0953,,,HMR_7962,HMR_1111,HMR_1225,HMR_1387,,HMR_1504,,,HMR_8507,,,,HMR_2061,,HMR_2173,,HMR_2247,,,,HMR_2347,HMR_2419,,HMR_2516,HMR_2805,HMR_2966,,HMR_3077,,HMR_3135,,HMR_3190,HMR_3239,,,,HMR_3346,,,,HMR_3627,HMR_4285,HMR_4776,,,,HMR_8067,HMR_7911,,,HMR_4641,HMR_8377,,HMR_4085,,,HMR_4836,,HMR_6730,HMR_8026,,,,,,,,,,,HMR_6466,,HMR_6655,,HMR_7023,,HMR_8399,HMR_7222,HMR_7245,HMR_7355,HMR_7394,HMR_7532,,,,,,,,,,
21,AK2LGCHOLABCt,,HMR_3775,,C142ACBP,VANILPYRc,,HMR_10114,CRVSM23hr,HMR_8592,,HMR_8293,HMR_0760,HMR_1570,HMR_0592,HMR_4585,,HMR_2177,HMR_7285,HMR_4194,EX_CE2510[e],RE1860E,,HMR_4381,HMR_4841,,,,HMR_0280,HMR_2666,HMR_2622,HMR_0283,HMR_0503,HMR_5393,HMR_6560,HMR_8791,,,,HMR_0899,HMR_0954,,,HMR_7965,HMR_1112,HMR_1226,HMR_1390,,HMR_1505,,,HMR_8508,,,,HMR_2063,,HMR_2174,,HMR_2249,,,,HMR_2348,HMR_2421,,HMR_2518,HMR_2806,HMR_2967,,HMR_3078,,HMR_3136,,HMR_3191,,,,,HMR_3347,,,,HMR_3628,HMR_4287,HMR_4777,,,,HMR_8068,HMR_7912,,,HMR_4680,,,HMR_4086,,,HMR_8538,,HMR_6731,HMR_8027,,,,,,,,,,,HMR_6467,,HMR_6656,,HMR_7024,,HMR_8401,HMR_7491,HMR_7246,HMR_7356,HMR_7395,HMR_7541,,,,,,,,,,
22,ALAALACNc,,HMR_3777,,C142CPT1,,,HMR_10121,CVM1GLUChc,HMR_9727,,HMR_8294,HMR_0761,HMR_1576,HMR_0593,HMR_4586,,HMR_2182,HMR_7286,HMR_4210,EX_CE2537[e],RE2445E,,HMR_4388,HMR_8653,,,,HMR_0284,HMR_2669,HMR_2624,HMR_0289,HMR_0504,HMR_6409,HMR_6561,,,,,HMR_0900,HMR_0955,,,HMR_7968,HMR_1116,,HMR_1391,,HMR_1509,,,HMR_8509,,,,HMR_2068,,HMR_2175,,HMR_2250,,,,HMR_2349,HMR_2423,,HMR_2520,HMR_2807,HMR_2968,,HMR_3079,,HMR_3137,,HMR_3192,,,,,HMR_3348,,,,HMR_3629,HMR_4690,HMR_4778,,,,HMR_8069,HMR_7913,,,HMR_4806,,,HMR_4134,,,HMR_8738,,HMR_6734,HMR_8029,,,,,,,,,,,HMR_6470,,HMR_6657,,HMR_7025,,HMR_8402,HMR_7492,HMR_7247,HMR_7357,HMR_7396,HMR_7542,,,,,,,,,,
23,ALAARGCYSt,,HMR_3778,,C142OHc,,,HMR_10124,CVM23GLUChc,,,HMR_8305,HMR_0762,HMR_1577,HMR_0594,HMR_4587,,HMR_2248,HMR_7287,HMR_4211,EX_CE2705[e],TRDR2,,HMR_4391,PGLc,,,,HMR_0290,HMR_2672,HMR_2625,HMR_0293,HMR_0505,HMR_7702,HMR_6562,,,,,HMR_0902,HMR_0956,,,HMR_7970,HMR_1117,,HMR_1393,,HMR_1512,,,HMR_8511,,,,HMR_2069,,HMR_2176,,HMR_2251,,,,HMR_2350,HMR_2426,,HMR_2522,HMR_2809,HMR_2969,,HMR_3080,,HMR_3139,,HMR_3193,,,,,HMR_3349,,,,HMR_3630,HMR_4693,HMR_4779,,,,r0193,HMR_7916,,,HMR_6625,,,HMR_4135,,,HMR_8739,,HMR_6736,,,,,,,,,,,,HMR_6471,,HMR_6658,,HMR_7026,,HMR_8403,HMR_7493,HMR_7248,HMR_7358,HMR_7397,HMR_7543,,,,,,,,,,
24,ALAARGGLYt,,HMR_3780,,C14OHc,,,HMR_1581,DEOXFVShc,,,HMR_8306,HMR_0765,HMR_3105,HMR_0597,HMR_4588,,HMR_2253,HMR_7288,HMR_4343,EX_CE2915[e],TRDR3,,HMR_4394,RPEc,,,,HMR_0294,HMR_2675,HMR_2629,HMR_0297,HMR_0506,HMR_8440,HMR_6563,,,,,HMR_0903,HMR_0957,,,HMR_7973,HMR_1119,,HMR_1394,,HMR_1516,,,HMR_8514,,,,HMR_2070,,HMR_2178,,HMR_2252,,,,HMR_2353,HMR_2428,,HMR_2524,HMR_2811,HMR_2970,,HMR_3081,,HMR_3142,,HMR_3194,,,,,HMR_3350,,,,HMR_3631,HMR_6780,HMR_4780,,,,,HMR_7919,,,HMR_6626,,,HMR_4168,,,,,HMR_6741,,,,,,,,,,,,HMR_6472,,HMR_6659,,HMR_7027,,HMR_8404,HMR_7494,HMR_7249,HMR_7359,HMR_7398,HMR_7544,,,,,,,,,,
25,ALAASNLEUt,,HMR_3783,,C160CRNt,,,HMR_1584,FVSCOAhc,,,HMR_8316,HMR_0766,HMR_4630,HMR_0598,HMR_4589,,HMR_2258,HMR_7289,HMR_4345,EX_CE2916[e],r0510,,HMR_4396,,,,,HMR_0298,HMR_2678,HMR_2630,HMR_0301,HMR_0507,HMR_8441,HMR_6564,,,,,HMR_0904,HMR_0958,,,HMR_7976,HMR_1120,,HMR_1395,,HMR_1519,,,HMR_8516,,,,HMR_2071,,HMR_2179,,HMR_2254,,,,HMR_2354,HMR_2430,,HMR_2526,HMR_2812,HMR_2971,,HMR_3082,,HMR_3143,,HMR_3195,,,,,HMR_3351,,,,HMR_3632,HMR_8654,HMR_4781,,,,,HMR_7920,,,HMR_7160,,,HMR_4171,,,,,HMR_6743,,,,,,,,,,,,HMR_6473,,HMR_6661,,HMR_7028,,HMR_8405,HMR_7495,HMR_7250,HMR_7360,HMR_7399,HMR_7545,,,,,,,,,,
26,ALAGLYLYSt,,HMR_3785,,C161CPT12,,,HMR_1585,FVSCOAitx,,,HMR_8317,HMR_0767,IPDDIx,HMR_0599,HMR_4652,,RE0569E,HMR_7290,HMR_4346,EX_CE2917[e],r0511,,HMR_4521,,,,,HMR_0302,HMR_2681,HMR_2634,HMR_0305,HMR_0508,HMR_9486,HMR_6565,,,,,HMR_0906,HMR_0959,,,HMR_7984,HMR_1121,,HMR_1398,,HMR_1526,,,,,,,HMR_2072,,HMR_2180,,HMR_2255,,,,HMR_2355,HMR_2433,,HMR_2528,HMR_2813,HMR_2972,,HMR_3083,,HMR_3144,,HMR_3196,,,,,HMR_3352,,,,HMR_3633,HMR_9802,HMR_4784,,,,,HMR_7921,,,HMR_7161,,,HMR_4290,,,,,HMR_6745,,,,,,,,,,,,HMR_6476,,HMR_6664,,HMR_7029,,HMR_8406,HMR_7496,HMR_7571,HMR_7361,HMR_7400,HMR_7546,,,,,,,,,,
27,ALAHISALAt,,HMR_3790,,C161CPT22,,,HMR_1595,FVSitx,,,HMR_8318,HMR_0773,LNSTLSr,HMR_0600,HMR_5294,,RE3224R,HMR_7291,HMR_4470,EX_CE4722[e],r0752,,HMR_6410,,,,,HMR_0306,HMR_2684,HMR_2635,HMR_0309,HMR_0509,HMR_9718,HMR_6566,,,,,HMR_0908,HMR_0960,,,HMR_7987,HMR_1122,,,,,,,,,,,HMR_2073,,HMR_2181,,HMR_2256,,,,HMR_2356,HMR_2434,,HMR_2530,HMR_2814,HMR_2973,,HMR_3084,,HMR_3146,,HMR_3197,,,,,HMR_3353,,,,HMR_3634,,HMR_4785,,,,,HMR_7922,,,HMR_7162,,,HMR_4291,,,,,HMR_6746,,,,,,,,,,,,HMR_6477,,HMR_6665,,HMR_7030,,HMR_8407,HMR_7497,HMR_7572,HMR_7362,HMR_7401,HMR_7547,,,,,,,,,,
28,ALALYSTHRt,,HMR_3792,,C161CRN2t,,,HMR_1599,FVStep,,,HMR_8319,HMR_0775,LSTO1r,HMR_0601,HMR_5297,,RE3225R,HMR_7293,HMR_4471,EX_CE4723[e],r0753,,HMR_6412,,,,,HMR_0310,HMR_2687,HMR_2638,HMR_0313,HMR_0510,,HMR_6567,,,,,HMR_0909,HMR_0963,,,HSD17B7r,HMR_1123,,,,,,,,,,,HMR_2074,,HMR_4156,,HMR_2257,,,,HMR_2361,HMR_2435,,HMR_2533,HMR_2815,HMR_2974,,HMR_3085,,HMR_3149,,HMR_3198,,,,,HMR_3355,,,,HMR_3635,,HMR_4786,,,,,HMR_7925,,,HMR_7163,,,HMR_4406,,,,,HMR_6747,,,,,,,,,,,,HMR_6478,,HMR_6668,,HMR_7033,,,HMR_7498,HMR_7573,HMR_7363,HMR_7402,HMR_7548,,,,,,,,,,
29,ALAt2rL,,HMR_3795,,C161CRNt,,,HMR_1624,GLC3MEACPhr,,,,HMR_0779,MEVK1x,HMR_0602,HMR_6411,,RE3226R,HMR_7308,HMR_4472,EX_CE4724[e],r0754,,HMR_7745,,,,,HMR_0314,HMR_2690,HMR_2640,HMR_0319,HMR_0511,,HMR_6568,,,,,HMR_0911,HMR_0964,,,,HMR_1124,,,,,,,,,,,HMR_2075,,,,,,,,HMR_2362,HMR_2436,,HMR_2535,HMR_2816,HMR_2975,,HMR_3086,,HMR_3150,,HMR_3199,,,,,HMR_3364,,,,HMR_3636,,HMR_4787,,,,,HMR_8105,,,HMR_7164,,,HMR_4412,,,,,HMR_6748,,,,,,,,,,,,HMR_6479,,HMR_6669,,HMR_7034,,,HMR_7509,,HMR_7364,HMR_7403,HMR_7549,,,,,,,,,,
30,ALAyLATthc,,HMR_3796,,C161OHc,,,HMR_1625,IBUP_RASCL1hep,,,,HMR_0781,PMEVKx,HMR_0607,HMR_6413,,RE3227R,HMR_7309,HMR_4484,EX_CE4877[e],r0755,,HMR_7746,,,,,HMR_0320,HMR_2693,HMR_2644,HMR_0323,HMR_0512,,HMR_6569,,,,,,HMR_0969,,,,HMR_1125,,,,,,,,,,,HMR_2076,,,,,,,,HMR_2363,HMR_3452,,HMR_2537,HMR_2817,HMR_2976,,HMR_3087,,HMR_3151,,HMR_3200,,,,,HMR_3365,,,,HMR_3637,,HMR_5384,,,,,HMR_8106,,,HMR_7713,,,HMR_4417,,,,,HMR_6749,,,,,,,,,,,,HMR_6482,,HMR_6672,,HMR_7035,,,HMR_7510,,HMR_7365,HMR_7404,HMR_7557,,,,,,,,,,
