Gene stable ID,Transcript length (including UTRs and CDS)
ENSG00000129353,3374
ENSG00000198742,5737
ENSG00000006576,4793
ENSG00000149596,9502
ENSG00000101115,5209
ENSG00000167130,2169
ENSG00000134247,6314
ENSG00000172725,4411
ENSG00000137411,4073
ENSG00000230985,4073
ENSG00000206476,4073
ENSG00000234032,4073
ENSG00000236178,4073
ENSG00000223494,4073
ENSG00000134369,13091
ENSG00000122203,2786
ENSG00000133627,2213
ENSG00000178761,3275
ENSG00000001461,5372
ENSG00000162430,4314
ENSG00000145246,6668
ENSG00000112414,7026
ENSG00000123178,3057
ENSG00000168286,1876
ENSG00000068724,5095
ENSG00000124374,6300
ENSG00000128159,6066
ENSG00000275052,5243
ENSG00000135540,7500
ENSG00000103034,3324
ENSG00000083099,5347
ENSG00000135317,3348
ENSG00000174851,1097
ENSG00000165195,965
ENSG00000141429,3847
ENSG00000163346,3207
ENSG00000100906,1559
ENSG00000101474,2202
ENSG00000115310,4697
ENSG00000090674,2084
ENSG00000149474,3618
ENSG00000155368,740
ENSG00000171680,3613
ENSG00000178201,2353
ENSG00000183421,3831
ENSG00000043093,7849
ENSG00000166452,1273
ENSG00000175348,1844
ENSG00000104369,4590
ENSG00000128791,3750
ENSG00000141570,3752
ENSG00000197329,3716
ENSG00000187607,5284
ENSG00000138468,4973
ENSG00000131845,4313
ENSG00000276537,1885
ENSG00000276887,2090
ENSG00000275650,1850
ENSG00000167614,2056
ENSG00000124532,3313
ENSG00000242612,1551
ENSG00000274296,1615
ENSG00000147003,1352
ENSG00000113240,2504
ENSG00000189334,1054
ENSG00000124209,8651
ENSG00000277909,1344
ENSG00000152253,1342
ENSG00000163686,2393
ENSG00000153406,1240
ENSG00000274684,1240
ENSG00000125457,1358
ENSG00000142186,2636
ENSG00000214435,2450
ENSG00000114405,3525
ENSG00000183044,4779
ENSG00000254996,8246
ENSG00000079313,4609
ENSG00000163807,5079
ENSG00000281665,5079
ENSG00000057704,5874
ENSG00000261992,7235
ENSG00000143614,7475
ENSG00000111110,6454
ENSG00000240682,3612
ENSG00000164976,6447
ENSG00000181754,5130
ENSG00000128578,5116
ENSG00000162065,6673
ENSG00000156304,4269
ENSG00000124140,6026
ENSG00000130764,4303
ENSG00000196700,5982
ENSG00000054690,6615
ENSG00000023171,7723
ENSG00000103404,10699
ENSG00000126464,7416
ENSG00000109265,4914
ENSG00000146776,5417
ENSG00000123213,8652
ENSG00000173276,5608
ENSG00000117868,5960
ENSG00000122417,4267
ENSG00000082458,5074
ENSG00000286169,5661
ENSG00000173706,9195
ENSG00000166532,5830
ENSG00000134313,7348
ENSG00000260916,6822
ENSG00000057935,2202
ENSG00000124608,4798
ENSG00000088888,11731
ENSG00000108506,5878
ENSG00000129422,3731
ENSG00000124571,5323
ENSG00000133103,3574
ENSG00000177303,4969
ENSG00000111897,3125
ENSG00000159433,15637
ENSG00000141564,6838
ENSG00000196935,22920
ENSG00000167971,5839
ENSG00000127481,15892
ENSG00000143375,5101
ENSG00000085382,4575
ENSG00000108256,10877
ENSG00000132405,4947
ENSG00000101752,9576
ENSG00000116299,6880
ENSG00000150477,4853
ENSG00000184985,6152
ENSG00000136383,10917
ENSG00000118965,6898
ENSG00000197024,5268
ENSG00000087448,6490
ENSG00000087301,4557
ENSG00000172840,6997
ENSG00000085552,3996
ENSG00000160551,12407
ENSG00000144959,4536
ENSG00000169992,4980
ENSG00000283859,4980
ENSG00000118369,4725
ENSG00000138134,2021
ENSG00000068885,3999
ENSG00000113369,4239
ENSG00000110318,7048
ENSG00000145332,5631
ENSG00000124507,4286
ENSG00000171723,4297
ENSG00000166188,4221
ENSG00000116991,6555
ENSG00000126814,5304
ENSG00000130158,6430
ENSG00000144583,4903
ENSG00000117245,3969
ENSG00000082269,5282
ENSG00000129003,13403
ENSG00000146433,5390
ENSG00000107863,7381
ENSG00000007545,7972
ENSG00000019505,5165
ENSG00000164323,4851
ENSG00000107036,6786
ENSG00000085449,4607
ENSG00000196588,4522
ENSG00000143373,4795
ENSG00000215271,4986
ENSG00000114742,3965
ENSG00000091039,7204
ENSG00000140386,5033
ENSG00000090975,6736
ENSG00000109171,6081
ENSG00000165757,9324
ENSG00000141084,5245
ENSG00000084444,4711
ENSG00000134444,6178
ENSG00000104142,3875
ENSG00000138771,10891
ENSG00000109689,5154
ENSG00000181472,3103
ENSG00000128011,3381
ENSG00000066827,4594
ENSG00000174953,6723
ENSG00000154447,5120
ENSG00000135205,3335
ENSG00000183647,2962
ENSG00000162415,5868
ENSG00000048028,4669
ENSG00000162522,5493
ENSG00000109118,2957
ENSG00000163507,4066
ENSG00000282379,1032
ENSG00000091073,2769
ENSG00000197816,7060
ENSG00000163945,4773
ENSG00000089351,2695
ENSG00000021762,3854
ENSG00000012822,5576
ENSG00000174282,5956
ENSG00000283868,5956
ENSG00000274780,5227
ENSG00000070047,5278
ENSG00000076826,3889
ENSG00000105559,3073
ENSG00000240857,1560
ENSG00000140332,5207
ENSG00000115109,6556
ENSG00000122778,12379
ENSG00000059122,4963
ENSG00000119927,6372
ENSG00000003393,6675
ENSG00000100888,7422
ENSG00000100503,10293
ENSG00000204186,10285
ENSG00000283649,10285
ENSG00000171448,4455
ENSG00000158966,5933
ENSG00000130449,5518
ENSG00000168116,2789
ENSG00000198934,3633
ENSG00000130803,4056
ENSG00000135913,8022
ENSG00000111364,2656
ENSG00000187790,7131
ENSG00000124772,3342
ENSG00000151553,5774
ENSG00000163510,3524
ENSG00000070610,3611
ENSG00000119522,5010
ENSG00000140950,5013
ENSG00000198160,4978
ENSG00000186020,5144
ENSG00000173821,5316
ENSG00000278326,876
ENSG00000119698,876
ENSG00000074855,4178
ENSG00000148358,7209
ENSG00000145388,6642
ENSG00000155363,3641
ENSG00000152223,12688
ENSG00000124160,3224
ENSG00000145362,6313
ENSG00000160999,2113
ENSG00000151150,17019
ENSG00000237289,1779
ENSG00000107438,1431
ENSG00000110987,6247
ENSG00000100614,8231
ENSG00000185551,5287
ENSG00000282712,760
ENSG00000177030,2190
ENSG00000150991,2193
ENSG00000184185,5263
ENSG00000131737,1751
ENSG00000092841,708
ENSG00000116785,2934
ENSG00000241119,2371
ENSG00000241343,761
ENSG00000125249,5540
ENSG00000142089,611
ENSG00000124201,7209
ENSG00000152601,5465
ENSG00000198105,5141
ENSG00000256771,3542
ENSG00000158373,496
ENSG00000101003,3311
ENSG00000154556,5996
ENSG00000168056,4046
ENSG00000178127,857
ENSG00000160194,5725
ENSG00000197696,655
ENSG00000108773,3115
ENSG00000136448,4881
ENSG00000163406,5447
ENSG00000047597,5174
ENSG00000275111,3580
ENSG00000278129,9110
ENSG00000100330,8987
ENSG00000138074,3213
ENSG00000100346,10002
ENSG00000244005,3008
ENSG00000163347,3446
ENSG00000167642,1688
ENSG00000034510,461
ENSG00000229117,676
ENSG00000188313,1976
ENSG00000128626,1220
ENSG00000283018,1220
ENSG00000205542,622
ENSG00000122707,4412
ENSG00000164742,12657
ENSG00000121671,4131
ENSG00000082458,6042
ENSG00000114942,844
ENSG00000283391,844
ENSG00000128309,1331
ENSG00000141682,1899
ENSG00000177700,876
ENSG00000180817,1292
ENSG00000196262,2237
ENSG00000119383,2664
ENSG00000107758,3501
ENSG00000135828,4238
ENSG00000214026,673
ENSG00000288141,673
ENSG00000071242,5832
ENSG00000109079,3570
ENSG00000127191,2266
ENSG00000147050,5438
ENSG00000079246,3379
ENSG00000132010,3004
ENSG00000164985,1664
ENSG00000135164,4038
ENSG00000152669,1361
ENSG00000103187,1842
ENSG00000155974,4888
ENSG00000005469,3205
ENSG00000135069,1411
ENSG00000125827,6103
ENSG00000101255,2095
ENSG00000138698,2470
ENSG00000204427,1977
ENSG00000236063,2069
ENSG00000235676,2069
ENSG00000206403,2068
ENSG00000230475,2068
ENSG00000224552,2069
ENSG00000231488,2069
ENSG00000146587,6612
ENSG00000157259,4571
ENSG00000197562,2718
ENSG00000188290,885
ENSG00000175482,1694
ENSG00000158941,3980
ENSG00000225998,876
ENSG00000172850,876
ENSG00000236826,876
ENSG00000204392,858
ENSG00000224979,876
ENSG00000231502,876
ENSG00000100814,1470
ENSG00000158055,1870
ENSG00000123728,3896
ENSG00000171903,3161
ENSG00000119725,2623
ENSG00000117569,3027
ENSG00000170385,5893
ENSG00000144579,2638
ENSG00000137767,1701
ENSG00000021300,1977
ENSG00000078804,4127
ENSG00000144867,2837
ENSG00000145293,2083
ENSG00000116574,3965
ENSG00000284984,3965
ENSG00000091106,3359
ENSG00000170043,812
ENSG00000236287,2687
ENSG00000141179,1972
ENSG00000136379,2361
ENSG00000101413,3672
ENSG00000197951,5428
ENSG00000175691,2040
ENSG00000148153,4114
ENSG00000125850,1583
ENSG00000143363,3025
ENSG00000148143,10345
ENSG00000128805,2751
ENSG00000198856,1062
ENSG00000126461,4222
ENSG00000074527,3621
ENSG00000105298,2671
ENSG00000127527,2924
ENSG00000113811,1497
ENSG00000139146,2941
ENSG00000276371,3163
ENSG00000119707,6813
ENSG00000011451,5697
ENSG00000165175,3781
ENSG00000146386,782
ENSG00000025039,4923
ENSG00000129515,3398
ENSG00000099246,4875
ENSG00000230308,3338
ENSG00000224994,3338
ENSG00000204599,3338
ENSG00000229929,3338
ENSG00000206495,3338
ENSG00000226437,3338
ENSG00000232839,3338
ENSG00000159079,3516
ENSG00000142677,2817
ENSG00000129925,3672
ENSG00000165861,4380
ENSG00000182141,4004
ENSG00000176884,3940
ENSG00000186716,4708
ENSG00000042753,315
ENSG00000258659,2311
ENSG00000107679,3704
ENSG00000169499,5530
ENSG00000111199,3228
ENSG00000121064,1921
ENSG00000163904,5596
ENSG00000179148,3203
ENSG00000120913,2236
ENSG00000117153,3311
ENSG00000254440,2506
ENSG00000133067,3406
ENSG00000159592,3641
ENSG00000139637,1202
ENSG00000148848,3313
ENSG00000071575,4391
ENSG00000096746,1332
ENSG00000253797,5529
ENSG00000103199,5824
ENSG00000198948,6301
ENSG00000187189,4112
ENSG00000243414,3203
ENSG00000001167,1660
ENSG00000184990,550
ENSG00000008277,2784
ENSG00000008277,9144
ENSG00000008277,2891
ENSG00000126368,2630
ENSG00000221968,1790
ENSG00000160695,3313
ENSG00000280616,3313
ENSG00000119986,1375
ENSG00000125454,1554
ENSG00000197321,7586
ENSG00000131080,3455
ENSG00000158711,2118
ENSG00000108176,1221
ENSG00000130234,3507
ENSG00000185187,1639
ENSG00000071889,1800
ENSG00000131558,4182
ENSG00000118707,3406
ENSG00000012660,2765
ENSG00000151748,3094
ENSG00000061794,1829
ENSG00000138621,2215
ENSG00000196290,1626
ENSG00000137500,4014
ENSG00000215251,2842
ENSG00000107815,3616
ENSG00000084693,3188
ENSG00000101224,1978
ENSG00000101224,3597
ENSG00000204681,4104
ENSG00000232632,4065
ENSG00000237051,4070
ENSG00000237112,4070
ENSG00000232569,4070
ENSG00000206511,4070
ENSG00000206466,4070
ENSG00000204681,4299
ENSG00000232632,4299
ENSG00000237051,4299
ENSG00000237112,4299
ENSG00000232569,4298
ENSG00000206511,4299
ENSG00000206466,4299
ENSG00000138101,2474
ENSG00000004866,2899
ENSG00000089356,1467
ENSG00000167601,4717
ENSG00000165410,3125
ENSG00000112039,2576
ENSG00000127418,3100
ENSG00000118961,3917
ENSG00000052850,5727
ENSG00000151806,4460
ENSG00000129128,4569
ENSG00000135249,2860
ENSG00000101452,3314
ENSG00000177963,2702
ENSG00000116691,1541
ENSG00000123395,1439
ENSG00000132394,2205
ENSG00000284869,2205
ENSG00000141756,2585
ENSG00000112305,2403
ENSG00000168538,4523
ENSG00000156639,3138
ENSG00000100802,3360
ENSG00000137266,2043
ENSG00000085185,7127
ENSG00000111206,3552
ENSG00000164418,4802
ENSG00000204619,1621
ENSG00000237829,1607
ENSG00000206501,1731
ENSG00000234058,1731
ENSG00000233314,1731
ENSG00000236560,1614
ENSG00000227720,1731
ENSG00000237403,1731
ENSG00000143384,3950
ENSG00000187079,9417
ENSG00000159842,5289
ENSG00000276016,4895
ENSG00000278741,5288
ENSG00000163848,9651
ENSG00000109270,4163
ENSG00000173540,3144
ENSG00000176170,1851
ENSG00000100142,2070
ENSG00000173039,2517
ENSG00000227322,2908
ENSG00000204231,2908
ENSG00000235712,2908
ENSG00000228333,2908
ENSG00000231321,2894
ENSG00000206289,2909
ENSG00000149418,3305
ENSG00000126803,2767
ENSG00000123240,3321
ENSG00000113615,6389
ENSG00000244687,2536
ENSG00000173801,3200
ENSG00000198839,2580
ENSG00000136156,10089
ENSG00000170412,1813
ENSG00000116001,4633
ENSG00000107829,2394
ENSG00000261609,4544
ENSG00000145217,3413
ENSG00000128228,825
ENSG00000172167,3067
ENSG00000023892,2296
ENSG00000169118,8085
ENSG00000135766,4335
ENSG00000161921,2326
ENSG00000100439,3366
ENSG00000158042,2305
ENSG00000165669,13898
ENSG00000164068,4255
ENSG00000115970,6114
ENSG00000175931,5377
ENSG00000151445,2934
ENSG00000068097,6108
ENSG00000104611,3276
ENSG00000178694,6431
ENSG00000166801,3592
ENSG00000143418,2505
ENSG00000101363,1539
ENSG00000198746,2125
ENSG00000148634,4445
ENSG00000125814,3837
ENSG00000100099,4497
ENSG00000178234,2739
ENSG00000020256,2876
ENSG00000159363,3996
ENSG00000221886,2808
ENSG00000112249,3433
ENSG00000127586,3092
ENSG00000198026,4454
ENSG00000132623,5429
ENSG00000196236,7938
ENSG00000120333,2115
ENSG00000018610,2301
ENSG00000100982,2689
ENSG00000101191,2833
ENSG00000196227,5086
ENSG00000092853,8512
ENSG00000137177,6007
ENSG00000141956,4881
ENSG00000132436,3485
ENSG00000184205,2815
ENSG00000139746,3624
ENSG00000005001,1383
ENSG00000282937,1378
ENSG00000112378,4198
ENSG00000107902,1634
ENSG00000197506,4962
ENSG00000113384,2678
ENSG00000158258,14202
ENSG00000131844,3624
ENSG00000281742,720
ENSG00000275300,720
ENSG00000104497,3452
ENSG00000198732,3666
ENSG00000129595,4670
ENSG00000123219,1731
ENSG00000177383,1701
ENSG00000278268,2441
ENSG00000165943,2407
ENSG00000135926,2292
ENSG00000107738,4714
ENSG00000138821,3238
ENSG00000169718,2233
ENSG00000116954,2681
ENSG00000167363,1393
ENSG00000259494,986
ENSG00000142910,2207
ENSG00000015532,3507
ENSG00000115267,3581
ENSG00000106682,2679
ENSG00000145022,2146
ENSG00000173599,4004
ENSG00000116001,4634
ENSG00000003147,2133
ENSG00000119185,1772
ENSG00000135960,4062
ENSG00000123892,1432
ENSG00000171067,2071
ENSG00000131381,6678
ENSG00000258429,2859
ENSG00000088727,2791
ENSG00000122694,1895
ENSG00000108666,4547
ENSG00000109805,4587
ENSG00000169905,7067
ENSG00000164308,5131
ENSG00000128694,1910
ENSG00000117385,2591
ENSG00000132429,1879
ENSG00000155229,3499
ENSG00000136770,2100
ENSG00000162851,1784
ENSG00000196189,3242
ENSG00000181191,2115
ENSG00000137868,2708
ENSG00000288257,2708
ENSG00000186283,2031
ENSG00000167965,1671
ENSG00000122557,2884
ENSG00000119787,2335
ENSG00000152422,1579
ENSG00000244687,2387
ENSG00000178053,2168
ENSG00000124839,1603
ENSG00000007384,2992
ENSG00000173145,3455
ENSG00000163481,1477
ENSG00000165671,12892
ENSG00000127328,3690
ENSG00000143207,2826
ENSG00000105983,7950
ENSG00000132953,9921
ENSG00000118960,2383
ENSG00000163512,4403
ENSG00000167693,3045
ENSG00000281300,452
ENSG00000280563,452
ENSG00000120725,1889
ENSG00000123411,5313
ENSG00000172667,8936
ENSG00000103994,10460
ENSG00000072415,5468
ENSG00000166971,2384
ENSG00000101079,2917
ENSG00000139880,3552
ENSG00000120318,5258
ENSG00000125812,4834
ENSG00000151881,2338
ENSG00000146802,7276
ENSG00000163719,2105
ENSG00000106868,3015
ENSG00000152457,2637
ENSG00000144848,1568
ENSG00000203485,7623
ENSG00000137054,1855
ENSG00000111707,4724
ENSG00000115282,2916
ENSG00000103245,2095
ENSG00000023041,2170
ENSG00000126773,17339
ENSG00000075089,2464
ENSG00000131368,4572
ENSG00000149557,1053
ENSG00000152422,1696
ENSG00000235650,613
ENSG00000231500,549
ENSG00000227794,212
ENSG00000226225,613
ENSG00000223367,613
ENSG00000096150,613
ENSG00000119772,4279
ENSG00000225590,2960
ENSG00000223501,2936
ENSG00000236014,2960
ENSG00000224455,2960
ENSG00000228425,2960
ENSG00000223618,947
ENSG00000206286,2960
ENSG00000140406,4866
ENSG00000127838,2991
ENSG00000215305,2708
ENSG00000079308,10331
ENSG00000145715,3776
ENSG00000139318,1959
ENSG00000153107,7762
ENSG00000143369,1444
ENSG00000184209,1477
ENSG00000100056,5359
ENSG00000128191,4506
ENSG00000183161,3291
ENSG00000118402,3013
ENSG00000099899,2886
ENSG00000144524,2513
ENSG00000069275,6399
ENSG00000084070,2905
ENSG00000165792,1749
ENSG00000182827,3584
ENSG00000118855,2231
ENSG00000105520,2727
ENSG00000108854,6240
ENSG00000064393,15329
ENSG00000128596,4246
ENSG00000140688,2785
ENSG00000123472,1827
ENSG00000186205,7287
ENSG00000136205,7585
ENSG00000158863,4316
ENSG00000059378,3021
ENSG00000141441,7033
ENSG00000105732,3087
ENSG00000116497,4220
ENSG00000164466,4066
ENSG00000127080,4268
ENSG00000163875,2147
ENSG00000175455,3111
ENSG00000196821,4232
ENSG00000132635,1979
ENSG00000137720,2568
ENSG00000145916,3911
ENSG00000075420,8031
ENSG00000103248,1207
ENSG00000135596,3430
ENSG00000100422,4442
ENSG00000181026,3072
ENSG00000162775,3431
ENSG00000140577,5214
ENSG00000181938,2200
ENSG00000121749,6184
ENSG00000177106,3030
ENSG00000103227,2606
ENSG00000164002,2217
ENSG00000144909,4598
ENSG00000128581,4881
ENSG00000130695,3935
ENSG00000125485,4577
ENSG00000153561,6183
ENSG00000137075,5061
ENSG00000051825,6369
ENSG00000155792,2569
ENSG00000173409,1428
ENSG00000173614,3734
ENSG00000175029,8471
ENSG00000273173,331
ENSG00000128739,1605
ENSG00000128739,1751
ENSG00000128739,1751
ENSG00000128739,1751
ENSG00000158402,1951
ENSG00000132326,6380
ENSG00000140941,2147
ENSG00000066322,1466
ENSG00000174996,2990
ENSG00000102312,1672
ENSG00000136536,5922
ENSG00000006282,2634
ENSG00000047188,6305
ENSG00000149016,2705
ENSG00000186063,2975
ENSG00000109189,7932
ENSG00000136830,3942
ENSG00000179403,4492
ENSG00000090924,8048
ENSG00000118655,3755
ENSG00000125962,4640
ENSG00000181991,3392
ENSG00000101574,3684
ENSG00000181827,7194
ENSG00000163814,5963
ENSG00000067955,3103
ENSG00000172062,1219
ENSG00000275349,804
ENSG00000277773,1388
ENSG00000273772,1221
ENSG00000205571,1388
ENSG00000115421,7348
ENSG00000157895,4469
ENSG00000132793,4363
ENSG00000204764,4440
ENSG00000113812,3579
ENSG00000127995,3931
ENSG00000145740,3992
ENSG00000177352,1791
ENSG00000168268,2047
ENSG00000153044,1354
ENSG00000103034,3431
ENSG00000225697,2611
ENSG00000068615,3857
ENSG00000062194,4506
ENSG00000102977,2052
ENSG00000135900,1689
ENSG00000139719,4559
ENSG00000165271,4834
ENSG00000166575,8980
ENSG00000068078,3951
ENSG00000066468,3061
ENSG00000068366,5333
ENSG00000032219,4051
ENSG00000032219,5562
ENSG00000040608,1944
ENSG00000081692,2595
ENSG00000129347,2989
ENSG00000175130,1546
ENSG00000125351,2335
ENSG00000169062,2370
ENSG00000111011,3461
ENSG00000262826,5235
ENSG00000143624,5252
ENSG00000198142,4627
ENSG00000008130,3235
ENSG00000204843,4160
ENSG00000066468,4369
ENSG00000037897,1096
ENSG00000147548,10768
ENSG00000073910,12729
ENSG00000164331,2161
ENSG00000187801,2217
ENSG00000123352,3240
ENSG00000132003,4339
ENSG00000288360,4339
ENSG00000197603,11199
ENSG00000198093,3192
ENSG00000154889,3330
ENSG00000162377,3988
ENSG00000276657,2332
ENSG00000104524,3342
ENSG00000159202,3084
ENSG00000182307,2588
ENSG00000142330,2621
ENSG00000142330,1999
ENSG00000077782,3824
ENSG00000077782,3816
ENSG00000077782,5697
ENSG00000277276,4616
ENSG00000089723,3911
ENSG00000138271,1493
ENSG00000261984,1858
ENSG00000276541,1859
ENSG00000212127,1854
ENSG00000204138,3107
ENSG00000028310,2665
ENSG00000110888,4334
ENSG00000155324,2905
ENSG00000081760,3256
ENSG00000171462,1548
ENSG00000103254,870
ENSG00000165775,6297
ENSG00000198171,1303
ENSG00000074071,998
ENSG00000130312,968
ENSG00000182795,5501
ENSG00000127399,1684
ENSG00000177830,3260
ENSG00000106330,1154
ENSG00000198910,3888
ENSG00000167397,840
ENSG00000188910,2192
ENSG00000124275,3245
ENSG00000008128,2984
ENSG00000160183,2402
ENSG00000173141,2233
ENSG00000145882,2507
ENSG00000130733,2087
ENSG00000156858,2198
ENSG00000125319,2725
ENSG00000122783,1482
ENSG00000173621,2869
ENSG00000123144,879
ENSG00000167842,2505
ENSG00000107874,1100
ENSG00000163156,1913
ENSG00000103260,3322
ENSG00000003249,2075
ENSG00000107625,2501
ENSG00000170502,2820
ENSG00000130311,4043
ENSG00000006625,1158
ENSG00000141034,4122
ENSG00000100162,938
ENSG00000136197,2451
ENSG00000145740,1317
ENSG00000134291,1539
ENSG00000075188,2362
ENSG00000124942,1024
ENSG00000197343,1601
ENSG00000171763,2561
ENSG00000115539,1038
ENSG00000117419,1733
ENSG00000146576,2178
ENSG00000139579,1400
ENSG00000105700,1344
ENSG00000100711,1383
ENSG00000123064,4377
ENSG00000072954,2631
ENSG00000278622,1424
ENSG00000274129,1424
ENSG00000278605,1346
ENSG00000170892,2294
ENSG00000274078,2297
ENSG00000278712,2297
ENSG00000275165,2297
ENSG00000274796,2297
ENSG00000274672,2297
ENSG00000273896,2297
ENSG00000153885,4918
ENSG00000187742,3481
ENSG00000184967,1650
ENSG00000288146,1650
ENSG00000159063,1637
ENSG00000135378,5543
ENSG00000169696,1764
ENSG00000198925,3799
ENSG00000127804,5740
ENSG00000102048,1652
ENSG00000134901,2029
ENSG00000170522,6454
ENSG00000124279,2431
ENSG00000110108,2129
ENSG00000135974,4587
ENSG00000136982,2198
ENSG00000177981,2534
ENSG00000179958,1181
ENSG00000164008,4760
ENSG00000110104,1851
ENSG00000162194,1320
ENSG00000065268,1521
ENSG00000115648,3744
ENSG00000116455,2456
ENSG00000125648,3482
ENSG00000214046,2776
ENSG00000182858,5330
ENSG00000130818,7104
ENSG00000168591,1921
ENSG00000007255,805
ENSG00000067365,4974
ENSG00000141527,4147
ENSG00000128965,1520
ENSG00000171159,704
ENSG00000149179,1650
ENSG00000166012,1632
ENSG00000119487,3256
ENSG00000108771,2591
ENSG00000101247,5449
ENSG00000226479,5922
ENSG00000184831,1122
ENSG00000112511,2330
ENSG00000225553,2330
ENSG00000198258,513
ENSG00000144567,4556
ENSG00000196821,4338
ENSG00000136986,3213
ENSG00000040633,1978
ENSG00000276935,2596
ENSG00000273592,2596
ENSG00000275118,2529
ENSG00000125505,2294
ENSG00000278519,2598
ENSG00000274194,2598
ENSG00000278322,2598
ENSG00000277025,2598
ENSG00000277733,2598
ENSG00000277923,2598
ENSG00000125534,827
ENSG00000170791,1805
ENSG00000181027,3411
ENSG00000278843,2460
ENSG00000271447,2462
ENSG00000131848,3562
ENSG00000103089,2405
ENSG00000102886,1078
ENSG00000275397,1598
ENSG00000278535,1515
ENSG00000168884,1946
ENSG00000166289,1699
ENSG00000092931,2538
ENSG00000111670,5720
ENSG00000273899,2830
ENSG00000135185,1062
ENSG00000277808,943
ENSG00000278516,941
ENSG00000276959,890
ENSG00000105617,1381
ENSG00000278426,886
ENSG00000275935,886
ENSG00000276774,886
ENSG00000277457,886
ENSG00000278257,886
ENSG00000276628,886
ENSG00000143793,1290
ENSG00000126254,1692
ENSG00000138092,4106
ENSG00000184164,1357
ENSG00000088876,3415
ENSG00000124444,1468
ENSG00000259431,2611
ENSG00000142634,2422
ENSG00000263163,2413
ENSG00000143554,2298
ENSG00000124120,6234
ENSG00000185515,2846
ENSG00000105255,1833
ENSG00000170876,3230
ENSG00000177508,2625
ENSG00000170549,2080
ENSG00000131652,1411
ENSG00000130544,5759
ENSG00000122741,7906
ENSG00000137100,899
ENSG00000115286,758
ENSG00000134250,11425
ENSG00000163273,1055
ENSG00000161513,1846
ENSG00000087157,2297
ENSG00000116711,2879
ENSG00000134755,12331
ENSG00000134762,6978
ENSG00000106617,2318
ENSG00000152229,3000
ENSG00000162419,6410
ENSG00000114107,2636
ENSG00000119669,4166
ENSG00000127124,12617
ENSG00000126243,4690
ENSG00000214367,5620
ENSG00000163820,8514
ENSG00000186104,2235
ENSG00000176473,2123
ENSG00000280789,3874
ENSG00000039523,4092
ENSG00000162972,1495
ENSG00000179562,4128
ENSG00000133657,7322
ENSG00000143643,3276
ENSG00000127220,2042
ENSG00000101882,5942
ENSG00000134371,5869
ENSG00000185803,1896
ENSG00000285112,1896
ENSG00000144451,2102
ENSG00000262246,3472
ENSG00000282725,3540
ENSG00000123989,3028
ENSG00000134905,1838
ENSG00000133135,2654
ENSG00000143314,883
ENSG00000120029,4099
ENSG00000090432,2428
ENSG00000136715,4065
ENSG00000152193,3507
ENSG00000182504,7672
ENSG00000204852,1879
ENSG00000006831,3971
ENSG00000285070,3971
ENSG00000004766,1193
ENSG00000182325,1727
ENSG00000285442,1727
ENSG00000197798,2016
ENSG00000166405,2929
ENSG00000100483,1772
ENSG00000172766,4285
ENSG00000103047,4893
ENSG00000135083,3320
ENSG00000147421,4082
ENSG00000131778,2798
ENSG00000197965,630
ENSG00000136104,1513
ENSG00000161981,1087
ENSG00000146476,2397
ENSG00000119900,8492
ENSG00000169247,26468
ENSG00000099330,1111
ENSG00000140598,3643
ENSG00000196159,16104
ENSG00000144306,3052
ENSG00000125449,2151
ENSG00000117859,3660
ENSG00000126106,2236
ENSG00000067836,1418
ENSG00000180801,4603
ENSG00000176108,1664
ENSG00000128039,4061
ENSG00000120137,10274
ENSG00000174574,2688
ENSG00000147316,8008
ENSG00000129680,4385
ENSG00000103005,2248
ENSG00000129667,3582
ENSG00000126107,3597
ENSG00000005175,4339
ENSG00000071205,3270
ENSG00000173281,5510
ENSG00000285343,5510
ENSG00000169087,1964
ENSG00000128915,7206
ENSG00000108406,3575
ENSG00000175895,2901
ENSG00000151883,7475
ENSG00000114529,2277
ENSG00000083223,5603
ENSG00000160703,3744
ENSG00000141560,1822
ENSG00000181894,3501
ENSG00000197415,3044
ENSG00000138399,4200
ENSG00000163029,5173
ENSG00000105939,3182
ENSG00000134258,2605
ENSG00000215012,6653
ENSG00000221955,2989
ENSG00000151725,2494
ENSG00000120458,2495
ENSG00000164576,6185
ENSG00000135040,5813
ENSG00000127954,9988
ENSG00000151576,4023
ENSG00000181315,4811
ENSG00000196449,1848
ENSG00000172469,4578
ENSG00000119514,2764
ENSG00000119703,3923
ENSG00000170468,2462
ENSG00000162378,8143
ENSG00000181396,4249
ENSG00000174483,3368
ENSG00000173715,2135
ENSG00000154237,15674
ENSG00000128563,2159
ENSG00000162408,6627
ENSG00000130309,3647
ENSG00000133131,3798
ENSG00000196497,3498
ENSG00000285248,3498
ENSG00000121964,2408
ENSG00000164051,1611
ENSG00000135372,3973
ENSG00000215440,2191
ENSG00000127125,2269
ENSG00000177565,8182
ENSG00000103591,3132
ENSG00000139722,2706
ENSG00000131503,2135
ENSG00000152455,3087
ENSG00000169957,2289
ENSG00000168152,3825
ENSG00000083093,4008
ENSG00000137513,2512
ENSG00000129173,3706
ENSG00000100379,1691
ENSG00000104946,2095
ENSG00000172171,1306
ENSG00000087884,531
ENSG00000179941,3568
ENSG00000181143,43816
ENSG00000105136,2309
ENSG00000115295,4299
ENSG00000177542,2796
ENSG00000104231,2184
ENSG00000163877,4554
ENSG00000196372,2717
ENSG00000141579,3158
